Date,Repository,URL,Stars,Tags,Description
2023-06-26,EduChat,https://github.com/icalk-nlp/EduChat,260,🔠 ⛽ 🚕,"An open-source educational chat model from ICALK, East China Normal University. 开源中英教育对话大模型。(通用基座模型，GPU部署，数据清理) 致敬: LLaMA, MOSS, BELLE, Ziya, vLLM"
2023-06-26,ollama,https://github.com/jmorganca/ollama,6637,"🔠 🔨 ""Go""",Get up and running with Llama 2 and other large language models locally
2023-06-26,BlockAGI,https://github.com/orgexyz/BlockAGI,187,"🔠 🔨 ""Python""","Your Self-Hosted, Hackable Research Agent Inspired by AutoGPT"
2023-06-25,embedchainjs,https://github.com/embedchain/embedchainjs,227,"🔠 🔨 ""TypeScript""",Framework to easily create LLM powered bots over any dataset.
2023-06-25,prompttools,https://github.com/hegelai/prompttools,1577,🔠 ❓,"Open-source tools for prompt testing and experimentation, with support for both LLMs (e.g. OpenAI, LLaMA) and vector databases (e.g. Chroma, Weaviate, LanceDB)."
2023-06-25,chathn,https://github.com/steven-tey/chathn,909,"🔠 🔨 ""TypeScript""",Chat with Hacker News using natural language. Built with OpenAI Functions and Vercel AI SDK.
2023-06-24,gpt-migrate,https://github.com/0xpayne/gpt-migrate,6261,"🔠 🔨 ""Python""",Easily migrate your codebase from one framework or language to another.
2023-06-24,train_custom_LLM,https://github.com/EvilPsyCHo/train_custom_LLM,170,🔠 2️⃣,"Train your custom LLMs like Llama, baichuan-7b, GPT"
2023-06-24,7-Days-of-LangChain,https://github.com/JorisdeJong123/7-Days-of-LangChain,158,🔠 📝,Code repo for 7 Days of LangChain
2023-06-24,ChatGLM2-6B,https://github.com/THUDM/ChatGLM2-6B,12104,🔠 🚌 ✂️ 🀄,ChatGLM2-6B: An Open Bilingual Chat LLM \| 开源双语对话语言模型
2023-06-23,gpt-code-assistant,https://github.com/narenmanoharan/gpt-code-assistant,148,"🔠 🔨 ""Python""","gpt-code-assistant is an open-source coding assistant leveraging language models to search, retrieve, explore and understand any codebase."
2023-06-23,langstream,https://github.com/rogeriochaves/langstream,260,"🔠 🔨 ""Python""",Build robust LLM applications with true composability 🔗
2023-06-23,xgen,https://github.com/salesforce/xgen,665,🔠 🚌,Salesforce open-source LLMs with 8k sequence length.
2023-06-22,Clippy,https://github.com/FireCubeStudios/Clippy,176,"🔠 🔨 ""C#""",Bring back Clippy on Windows 10/11!
2023-06-22,generative-models,https://github.com/Stability-AI/generative-models,8872,🖼️ ⛽ 🚌 2️⃣,Generative Models by Stability AI
2023-06-22,companion-app,https://github.com/a16z-infra/companion-app,5256,"🔠 🔨 ""TypeScript""",AI companions with memory: a lightweight stack to create and host your own AI companions
2023-06-22,direct-preference-optimization,https://github.com/eric-mitchell/direct-preference-optimization,419,🔠 2️⃣ 3️⃣,Reference implementation for DPO (Direct Preference Optimization)
2023-06-22,TweetAnalyzer,https://github.com/lyleshaw/TweetAnalyzer,129,"🔠 🔨 ""TypeScript""","Grab tweets, call Claude or GPT3.5 for analysis and make comments on tweeters"
2023-06-22,aigc,https://github.com/phodal/aigc,792,🔠 📝,《构筑大语言模型应用：应用开发与架构设计》一本关于 LLM 在真实世界应用的开源电子书，介绍了大语言模型的基础知识和应用，以及如何构建自己的模型。其中包括Prompt的编写、开发和管理，探索最好的大语言模型能带来什么，以及LLM应用开发的模式和架构设计。
2023-06-21,Callisto,https://github.com/JetP1ane/Callisto,176,"🔠 🔨 ""Python""",Callisto - An Intelligent Binary Vulnerability Analysis Tool
2023-06-20,reliableGPT,https://github.com/BerriAI/reliableGPT,533,"🔠 🔨 ""Python""","Get 100% uptime, reliability from OpenAI. Handle Rate Limit, Timeout, API, Keys Errors"
2023-06-20,dataherald,https://github.com/Dataherald/dataherald,526,"🔠 🔨 ""Python""",
2023-06-20,MotionGPT,https://github.com/OpenMotionLab/MotionGPT,641,🔠 🎥 📝,"MotionGPT: Human Motion as a Foreign Language, a unified motion-language generation model using LLMs"
2023-06-20,OpenPipe,https://github.com/OpenPipe/OpenPipe,543,🔠 2️⃣,Turn expensive prompts into cheap fine-tuned models
2023-06-20,Chat2DB,https://github.com/chat2db/Chat2DB,7176,"🔠 🔨 ""Java""",🔥 🔥 🔥 An intelligent and versatile general-purpose SQL client and reporting tool for databases which integrates ChatGPT capabilities.(智能的通用数据库SQL客户端和报表工具)
2023-06-20,embedchain,https://github.com/embedchain/embedchain,4556,"🔠 🔨 ""Python""",Framework to easily create LLM powered bots over any dataset.
2023-06-20,automata,https://github.com/emrgnt-cmplxty/automata,314,"🔠 🔨 ""Python""",Automata: The Future is Self-Written
2023-06-20,gorilla-cli,https://github.com/gorilla-llm/gorilla-cli,789,"🔠 🔨 ""Python""",LLMs for your CLI
2023-06-20,langchain4j,https://github.com/langchain4j/langchain4j,354,"🔠 🔨 ""Java""",Java version of LangChain
2023-06-20,TypeChat,https://github.com/microsoft/TypeChat,6402,"🔠 🔨 ""TypeScript""",TypeChat is a library that makes it easy to build natural language interfaces using types.
2023-06-20,gpt-author,https://github.com/mshumer/gpt-author,906,"🔠 🔨 ""Jupyter""","This project utilizes a chain of GPT-4 and Stable Diffusion API calls to generate an original fantasy novel. Users can provide an initial prompt and enter how many chapters they'd like it to be, and the AI then generates an entire novel, outputting an EPUB file compatible with e-book readers."
2023-06-20,vercel-api-proxy,https://github.com/souying/vercel-api-proxy,189,"🔠 🔨 ""HTML""",vercel反向代理。完全免费，万能代理，可代理全网一切接口，包括openai、github、google、Telegram、全面代理ai项目一键安装
2023-06-19,LLM-Tuning,https://github.com/beyondguo/LLM-Tuning,668,🔠 2️⃣,"Tuning LLMs with no tears💦, sharing LLM-tools with love❤️."
2023-06-19,laravel-synth,https://github.com/blinq-dev/laravel-synth,252,"🔠 🔨 ""PHP""",Generate Laravel code with ChatGPT
2023-06-19,chatgpt-retrieval,https://github.com/techleadhd/chatgpt-retrieval,1145,"🔠 🔨 ""Python""",Simple script to use ChatGPT on your own files.
2023-06-18,aegis,https://github.com/automorphic-ai/aegis,183,"🔠 🔨 ""Python""",Self-hardening firewall for large language models
2023-06-18,Mr.Gee-Your-AI-Language-Bot,https://github.com/hougarry/Mr.Gee-Your-AI-Language-Bot,82,"🔠 🔨 ""JavaScript""","Using Mr.Gee  to learn English or any other languages by yourself through Chat-GPT/Bing/Bard/Claude.“使用AI和ChatGPT学习英语”，“AI辅助英语学习”""ChatGPT作为AI英语学习工具""，""ChatGPT的英语学习技巧"" ""使用AIとChatGPTで英語を学ぶ"", ""ChatGPTをAI英語学習ツールとして使用する"", ""ChatGPT英語学習のテクニック""""Chatgpt学托福，GRE, 雅思，托业""“use-chatgpt -learn english”"
2023-06-17,FableForge,https://github.com/e-johnstonn/FableForge,310,"🔠 🖼️ 🔨 ""Python""","Generate a picture book from a single prompt using OpenAI function calling, replicate, and Deep Lake"
2023-06-17,AnimateDiff,https://github.com/guoyww/AnimateDiff,3019,🔠 🎥 🚌,Official implementation of AnimateDiff.
2023-06-17,ChatGPT-Nuxt,https://github.com/hylarucoder/ChatGPT-Nuxt,195,"🔠 🔨 ""TypeScript""",ChatGPT Web Nuxt 3  Vue 3 Version
2023-06-17,chatgpt-spring-boot-starter,https://github.com/linux-china/chatgpt-spring-boot-starter,427,"🔠 🔨 ""Java""",Spring Boot ChatGPT Starter
2023-06-17,llm-course,https://github.com/mlabonne/llm-course,640,🔠 📝,Course with a roadmap and notebooks to get into Large Language Models (LLMs).
2023-06-17,sd-webui-roop,https://github.com/s0md3v/sd-webui-roop,2235,🖼️ 🔌,roop extension for StableDiffusion web-ui
2023-06-17,kaguya,https://github.com/ykdojo/kaguya,1161,🔠 🔌,"A ChatGPT plugin that allows you to load and edit your local files in a controlled way, as well as run any Python, JavaScript, and bash script."
2023-06-16,Meta-voicebox,https://github.com/SpeechifyInc/Meta-voicebox,447,🎵 2️⃣,Implementation of Meta-Voicebox : The first generative AI model for speech to generalize across tasks with state-of-the-art performance.
2023-06-16,CMMLU,https://github.com/haonan-li/CMMLU,271,🔠 ⛽ 🀄 ❓,CMMLU是一个综合性的🀄评估基准，专门用于评估语言模型在🀄语境下的知识和💡能力。
2023-06-16,BayLing,https://github.com/ictnlp/BayLing,244,🔠 🚌," “百聆”是一个基于LLaMA的语言对齐增强的英语/中文大语言模型，具有优越的英语/中文能力，在多语言和通用任务等多项测试中取得ChatGPT 90%的性能。BayLing is an English/Chinese LLM equipped with advanced language alignment, showing superior capability in English/Chinese generation, instruction following and multi-turn interaction."
2023-06-15,lmdeploy,https://github.com/InternLM/lmdeploy,684,🔠 ✂️ 💡,"LMDeploy is a toolkit for compressing, deploying, and serving LLMs."
2023-06-15,opencompass,https://github.com/open-compass/opencompass,616,🔠 ❓,"OpenCompass is an LLM evaluation platform, supporting a wide range of models (LLaMA, LLaMa2, ChatGLM2, ChatGPT, Claude, etc) over 50+ datasets."
2023-06-14,UnderstandGPT,https://github.com/UnderstandGPT/UnderstandGPT,50,🔠 📝,A source of knowledge for all things LLM.
2023-06-14,Baichuan-7B,https://github.com/baichuan-inc/Baichuan-7B,5044,🔠 ⛽ 🚌 🀄,A large-scale 7B pretraining language model developed by BaiChuan-Inc.
2023-06-14,prompt-engineering-for-javascript-developers,https://github.com/dabit3/prompt-engineering-for-javascript-developers,120,🔠 📝,Notes summarized from ChatGPT Prompt Engineering for Developers by DeepLearning.ai
2023-06-14,instructor,https://github.com/jxnl/instructor,853,"🔠 🔨 ""Python""",Helper functions to create openai function calls w/ pydantic
2023-06-14,UnrealOpenAIPlugin,https://github.com/life-exe/UnrealOpenAIPlugin,73,"🔠 🖼️ 🎵 🔨 ""C++""",This plugin is a comprehensive Unreal Engine wrapper for the OpenAI API.
2023-06-14,rift,https://github.com/morph-labs/rift,2355,"🔠 🔨 ""Python""",Rift: an AI-native language server for your personal AI software engineer
2023-06-14,sweep,https://github.com/sweepai/sweep,5024,"🔠 🔨 ""Python""",Sweep: AI-powered Junior Developer for small features and bug fixes.
2023-06-14,inference,https://github.com/xorbitsai/inference,873,🔠 💡,"Replace OpenAI GPT with another LLM in your app by changing a single line of code. Xinference gives you the freedom to use any LLM you need. With Xinference, you're empowered to run inference with any open-source language models, speech recognition models, and multimodal models, whether in the cloud, on-premises, or even on your laptop."
2023-06-13,PanoHead,https://github.com/SizheAn/PanoHead,1486,🖼️ 🚌 2️⃣ 🧊,"Code Repository for CVPR 2023 Paper ""PanoHead: Geometry-Aware 3D Full-Head Synthesis in 360 degree"""
2023-06-13,streamlit-agent,https://github.com/langchain-ai/streamlit-agent,510,"🔠 🔨 ""Python""",Reference implementations of several LangChain agents as Streamlit apps
2023-06-13,promptbench,https://github.com/microsoft/promptbench,182,🔠 ❓,A robustness evaluation framework for large language models on adversarial prompts
2023-06-12,SqueezeLLM,https://github.com/SqueezeAILab/SqueezeLLM,373,🔠 ✂️,SqueezeLLM: Dense-and-Sparse Quantization
2023-06-12,Anima,https://github.com/lyogavin/Anima,1119,🔠 ⛽ 🚌 2️⃣ 🀄,第一个开源的基于QLoRA的33B中文大语言模型First QLoRA based open source 33B Chinese LLM
2023-06-12,talk,https://github.com/yacineMTB/talk,463,"🎵 🔨 ""TypeScript""",Let's make sand talk
2023-06-11,Bark-Voice-Cloning,https://github.com/KevinWang676/Bark-Voice-Cloning,522,"🎵 🔨 ""Jupyter""",Bark Voice Cloning and Voice Cloning for Chinese Speech
2023-06-11,obsidian-copilot,https://github.com/eugeneyan/obsidian-copilot,276,"🔠 🔨 ""Python""",🤖 A prototype assistant for writing and thinking
2023-06-09,open-instruct,https://github.com/allenai/open-instruct,407,🔠 ⛽ 🚌 2️⃣,We explore instruction-tuning popular base models on publicly available datasets.
2023-06-09,MusicGen-colab,https://github.com/camenduru/MusicGen-colab,411,🎵 📝,
2023-06-09,Coding_ChatBot_Assistant,https://github.com/daveshap/Coding_ChatBot_Assistant,99,"🔠 🔨 ""Python""",Since ChatGPT has been lobotomized and GitHub Copilot is broken
2023-06-09,langchain-decorators,https://github.com/ju-bezdek/langchain-decorators,171,"🔠 🔨 ""Python""",syntactic sugar 🍭 for langchain
2023-06-09,Data-Copilot,https://github.com/zwq2018/Data-Copilot,654,"🔠 🔨 ""Python""",Data-Copilot: Bridging Billions of Data and Humans with Autonomous Workflow
2023-06-08,audiocraft,https://github.com/facebookresearch/audiocraft,15725,🎵 🚌 2️⃣,"Audiocraft is a library for audio processing and generation with deep learning. It features the state-of-the-art EnCodec audio compressor / tokenizer, along with MusicGen, a simple and controllable music generation LM with textual and melodic conditioning."
2023-06-07,ChatLaw,https://github.com/PKU-YuanGroup/ChatLaw,4809,🔠 ⛽ 🚕,中文法律大模型
2023-06-07,DemoGPT,https://github.com/melih-unsal/DemoGPT,1125,"🔠 🔨 ""Python""",Create 🦜️🔗 LangChain apps by just using prompts🌟 Star to support our work! \| 只需使用句子即可创建 LangChain 应用程序。 给个star支持我们的工作吧！
2023-06-06,autodistill,https://github.com/autodistill/autodistill,601,"🖼️ 🔨 ""Python""",Images to inference with no labeling (use foundation models to train supervised models)
2023-06-06,wanda,https://github.com/locuslab/wanda,308,🔠 ✂️,A simple and effective LLM pruning approach.
2023-06-05,HeadSculpt,https://github.com/BrandonHanx/HeadSculpt,91,🔠 2️⃣ 🧊,[arXiv 2023 WIP] HeadSculpt: Crafting 3D Head Avatars with Text
2023-06-05,ChatGPT-Midjourney,https://github.com/Licoy/ChatGPT-Midjourney,4595,"🔠 🖼️ 🔨 ""TypeScript""",🍭 一键拥有你自己的 ChatGPT+Midjourney 网页服务 \| Own your own ChatGPT+Midjourney web service with one click
2023-06-05,YuLan-Chat,https://github.com/RUC-GSAI/YuLan-Chat,279,🔠 🚌 ✂️,YuLan-Chat: An Open-Source Bilingual Chatbot
2023-06-05,FantasyCopilot,https://github.com/Richasy/FantasyCopilot,363,"🔠 🖼️ 🎵 🔨 ""C#""",A new-age AI desktop tool
2023-06-05,SpQR,https://github.com/Vahe1994/SpQR,437,🔠 ✂️,This repository contains quantization algorithm and the model evaluation code for SpQR method for LLM compression
2023-06-04,anything-llm,https://github.com/Mintplex-Labs/anything-llm,2280,"🔠 🔨 ""JavaScript""",A full-stack application that turns any documents into an intelligent chatbot with a sleek UI and easier way to manage your workspaces.
2023-06-04,axodox-machinelearning,https://github.com/axodox/axodox-machinelearning,527,🖼️ 💡,This repository contains a C++ ONNX implementation of StableDiffusion.
2023-06-04,copilot-analysis,https://github.com/mengjian-github/copilot-analysis,1332,🔠 📝,Github Copilot是一种基于机器学习的代码自动补全🔨。探索了这个VSCode🔌的详细实现
2023-06-04,dialoqbase,https://github.com/n4ze3m/dialoqbase,535,"🔠 🔨 ""TypeScript""",Create chatbots with ease
2023-06-04,freegpt-webui,https://github.com/ramonvc/freegpt-webui,4976,"🔠 🔨 ""Python""",GPT 3.5/4 with a Chat Web UI. No API key required.
2023-06-03,InternLM-techreport,https://github.com/InternLM/InternLM-techreport,841,🔠 🚌,"We present InternLM, a multilingual foundational language model with 104B parameters. InternLM is pre-trained on a large corpora with 1.6T tokens with a multi-phase progressive process, and then fine-tuned to align with human preferences."
2023-06-03,TermGPT,https://github.com/Sentdex/TermGPT,355,"🔠 🔨 ""Jupyter""",Giving LLMs like GPT-4 the ability to plan and execute terminal commands
2023-06-03,DisCo,https://github.com/Wangt-CN/DisCo,569,🎥 🚌 2️⃣,DisCo: Referring Human Dance Generation in Real World
2023-06-02,chatdocs,https://github.com/marella/chatdocs,395,"🔠 🔨 ""Python""",Chat with your documents offline using AI.
2023-06-02,MedicalGPT,https://github.com/shibing624/MedicalGPT,1392,🔠 ⛽ 🚕 1️⃣ 2️⃣ 3️⃣ 🀄,MedicalGPT: Training Your Own Medical GPT Model with ChatGPT Training Pipeline. 训练医疗大模型，实现了包括增量预训练、有监督微调、RLHF(奖励建模、强化学习训练)和DPO(直接偏好优化)。
2023-06-01,videocomposer,https://github.com/damo-vilab/videocomposer,622,🔠 🎥 🚌,Official repo for VideoComposer: Compositional Video Synthesis with Motion Controllability
2023-06-01,llm-awq,https://github.com/mit-han-lab/llm-awq,692,🔠 ✂️,AWQ: Activation-aware Weight Quantization for LLM Compression and Acceleration
2023-05-31,Chat-Haruhi-Suzumiya,https://github.com/LC1332/Chat-Haruhi-Suzumiya,687,🔠 🎵 ⛽ 🚕,"Chat凉宫春日, 由李鲁鲁, 冷子昂等同学开发的模仿二次元对话的聊天机器人。"
2023-05-31,liftoff,https://github.com/Tameyer41/liftoff,784,"🔠 🔨 ""TypeScript""",Mock Interview Simulator with AI-Powered Feedback
2023-05-31,aviary,https://github.com/ray-project/aviary,614,"🔠 🔨 ""Python""",Ray Aviary - evaluate multiple LLMs easily
2023-05-31,awesome-gpt-prompt-engineering,https://github.com/snwfdhmp/awesome-gpt-prompt-engineering,407,🔠 📝,"A curated list of awesome resources, tools, and other shiny things for GPT prompt engineering."
2023-05-31,refacer,https://github.com/xaviviro/refacer,329,🎥 🚌,Refacer: One-Click Deepfake Multi-Face Swap Tool
2023-05-31,LLM-Blender,https://github.com/yuchenlin/LLM-Blender,504,🔠 ⛽ 🚌 2️⃣,"[ACL2023] We introduce LLM-Blender, an innovative ensembling framework to attain consistently superior performance by leveraging the diverse strengths of multiple open-source LLMs. LLM-Blender cut the weaknesses through ranking and integrate the strengths through fusing generation to enhance the capability of LLMs."
2023-05-30,GreatMaster,https://github.com/Illumine-Labs/GreatMaster,272,🔠 🔨,"Master, help us to awaken and enlighten. 大师，我悟了。"
2023-05-30,OpenChat,https://github.com/openchatai/OpenChat,4533,"🔠 🔨 ""Blade""",LLMs custom-chatbots console ⚡
2023-05-29,StyleAvatar3D,https://github.com/icoz69/StyleAvatar3D,461,🖼️ 📝 🧊,Official repo for StyleAvatar3D
2023-05-28,WebGLM,https://github.com/THUDM/WebGLM,1287,"🔠 ⛽ 🚌 2️⃣ 🔨 🀄 ""Python""",WebGLM: An Efficient Web-enhanced Question Answering System (KDD 2023)
2023-05-28,gptfile,https://github.com/aaronn/gptfile,236,"🔠 🔨 ""Python""",A proof-of-concept illustration to show how LLM's could manage and organize files.
2023-05-28,semantic-search-nextjs-pinecone-langchain-chatgpt,https://github.com/dabit3/semantic-search-nextjs-pinecone-langchain-chatgpt,643,"🔠 🔨 ""TypeScript""","Embeds text files into vectors, stores them on Pinecone, and enables semantic search using GPT3 and Langchain in a Next.js UI"
2023-05-28,wingmanAI,https://github.com/e-johnstonn/wingmanAI,359,"🔠 🎵 🔨 ""Python""","Real-time transcription of audio, integrated with ChatGPT for interactive use. Save, load, and append transcripts for effective context management in conversations."
2023-05-28,LLaMA-Efficient-Tuning,https://github.com/hiyouga/LLaMA-Efficient-Tuning,3470,🔠 1️⃣ 2️⃣ 3️⃣,"Easy-to-use LLM fine-tuning framework (LLaMA-2, BLOOM, Falcon, Baichuan, Qwen, ChatGLM2)"
2023-05-28,femtoGPT,https://github.com/keyvank/femtoGPT,631,🔠 ❓,Pure Rust implementation of a minimal Generative Pretrained Transformer
2023-05-28,falcontune,https://github.com/rmihaylov/falcontune,456,🔠 ✂️,Tune any FALCON in 4-bit
2023-05-28,roop,https://github.com/s0md3v/roop,20282,"🎥 🔨 ""Python""",one-click face swap
2023-05-25,Voyager,https://github.com/MineDojo/Voyager,4034,"🔠 🔨 ""JavaScript""",An Open-Ended Embodied Agent with Large Language Models
2023-05-25,EmbedAI,https://github.com/SamurAIGPT/EmbedAI,2495,"🔠 🔨 ""JavaScript""","An app to interact privately with your documents using the power of GPT, 100% privately, no data leaks"
2023-05-25,LLM-ToolMaker,https://github.com/ctlllll/LLM-ToolMaker,912,"🔠 🔨 ""Jupyter""","proposing a closed-loop framework, referred to as LLMs A s Tool M akers (LATM), where LLMs create their own reusable tools for problem-solving."
2023-05-25,openchat,https://github.com/imoneoi/openchat,1582,🔠 ⛽ 🚌 🚕 2️⃣,OpenChat: Advancing Open-source Language Models with Imperfect Data
2023-05-25,personoids-lite,https://github.com/personoids/personoids-lite,320,"🔠 🔨 ""JavaScript""","""The Power of Autonomy in Every Chat."" - Transform ChatGPT into a powerful autonomous agent that can independently accomplish complex tasks. "
2023-05-25,alpaca_eval,https://github.com/tatsu-lab/alpaca_eval,579,🔠 ❓,"An automatic evaluator for instruction-following language models. Human-validated, high-quality, cheap, and fast."
2023-05-24,localGPT,https://github.com/PromtEngineer/localGPT,15618,"🔠 🔨 ""Python""",Chat with your documents on your local device using GPT models. No data leaves your device and 100% private. 
2023-05-24,langui,https://github.com/ahmadbilaldev/langui,1161,"🔠 🔨 ""HTML""","UI for your AI. Open Source Tailwind components tailored for your GPT, generative AI, and LLM projects."
2023-05-24,continue,https://github.com/continuedev/continue,3716,"🔠 🔨 ""Python""",⏩ the open-source autopilot for software development—bring the power of ChatGPT to VS Code
2023-05-24,llm-analyst,https://github.com/danieljpalmer/llm-analyst,113,"🔠 🔨 ""TypeScript""",LLM powered agent that analyses SQL databases.
2023-05-24,SAIL,https://github.com/luohongyin/SAIL,138,🔠 ⛽ 🚌 2️⃣,SAIL: Search Augmented Instruction Learning
2023-05-24,YaYi,https://github.com/wenge-research/YaYi,1577,🔠 ⛽ 🚕 2️⃣,雅意大模型：为客户打造安全可靠的专属大模型，基于大规模中英文多领域指令数据训练的 LlaMA 2 & BLOOM 系列模型，由中科闻歌算法团队研发。(Repo for YaYi Chinese LLMs based on LlaMA2 & BLOOM)
2023-05-23,ExpertLLaMA,https://github.com/OFA-Sys/ExpertLLaMA,270,🔠 ⛽ 🚌 2️⃣,An opensource ChatBot built with ExpertPrompting which achieves 96% of ChatGPT's capability.
2023-05-23,Uni-ControlNet,https://github.com/ShihaoZhaoZSH/Uni-ControlNet,394,"🖼️ 🔨 ""Python""",Uni-ControlNet is a novel controllable diffusion model that allows for the simultaneous utilization of different local controls and global controls in a flexible and composable manner within one model.
2023-05-23,XrayGLM,https://github.com/WangRongsheng/XrayGLM,563,🔠 🖼️ ⛽ 🚌,🩺 首个会看胸部X光片的中文多模态医学大模型 \| The first Chinese Medical Multimodal Model that Chest Radiographs Summarization.
2023-05-23,ttmik,https://github.com/karpathy/ttmik,120,"🔠 🔨 ""Python""",Talk to me in Korean Anki cards and related scripts
2023-05-23,chatglm.cpp,https://github.com/li-plus/chatglm.cpp,999,🔠 💡,C++ implementation of ChatGLM-6B & ChatGLM2-6B & more LLMs
2023-05-23,Macaw-LLM,https://github.com/lyuchenyang/Macaw-LLM,1145,🔠 🖼️ 🎵 ⛽ 🚌 2️⃣,"Macaw-LLM: Multi-Modal Language Modeling with Image, Video, Audio, and Text Integration"
2023-05-23,ai,https://github.com/vercel/ai,4324,"🔠 🔨 ""TypeScript""","Build AI-powered applications with React, Svelte, Vue, and Solid"
2023-05-23,Caesar_prompt,https://github.com/zzkcaesar/Caesar_prompt,147,🔠 📝,This is the collection of LLM prompt which collected by Caesar
2023-05-22,DiscordGPT,https://github.com/Anil-matcha/DiscordGPT,71,"🔠 🔨 ""Python""",Integrate ChatGPT into your own discord bot
2023-05-22,Mr.Translate,https://github.com/Illumine-Labs/Mr.Translate,342,🔠 📝,ChatGPT 翻译助手 Prompt
2023-05-22,ControlVideo,https://github.com/YBYBZhang/ControlVideo,545,"🎥 🔨 ""Python""","[Arxiv 2023] Official pytorch implementation of ""ControlVideo: Training-free Controllable Text-to-Video Generation"""
2023-05-22,RecurrentGPT,https://github.com/aiwaves-cn/RecurrentGPT,752,🔠 ❓,Official Code for Paper: RecurrentGPT: Interactive Generation of (Arbitrarily) Long Text
2023-05-22,VideoLLM,https://github.com/cg1177/VideoLLM,117,🎥 📝,VideoLLM: Modeling Video Sequence with Large Language Models
2023-05-22,tree-of-thought-prompting,https://github.com/dave1010/tree-of-thought-prompting,382,🔠 📝,Using Tree-of-Thought Prompting to boost ChatGPT's reasoning
2023-05-22,seahorse,https://github.com/google-research-datasets/seahorse,62,🔠 ⛽,"Seahorse is a dataset for multilingual, multi-faceted summarization evaluation. It consists of 96K summaries with human ratings along 6 quality dimensions: comprehensibility, repetition, grammar, attribution, main idea(s), and conciseness, covering 6 languages, 9 systems and 4 datasets."
2023-05-22,gptlink,https://github.com/gptlink/gptlink,2356,"🔠 🔨 ""PHP""",10分钟搭建自己可免费商用的ChatGPT环境，搭建简单，包含用户，订单，任务，付费等功能
2023-05-22,the-compiler,https://github.com/kyegomez/the-compiler,128,"🔠 🔨 ""Python""","Seed, Code, Harvest: Grow Your Own App with Tree of Thoughts!"
2023-05-21,tree-of-thoughts,https://github.com/kyegomez/tree-of-thoughts,3427,🔠 ❓,Plug in and Play Implementation of Tree of Thoughts: Deliberate Problem Solving with Large Language Models that Elevates Model Reasoning by atleast 70% 
2023-05-20,Powerpointer-For-Local-LLMs,https://github.com/CyberTimon/Powerpointer-For-Local-LLMs,82,"🔠 🔨 ""Python""",Local Powerpointer - A beautiful powerpoint generator which uses the power of local running large language models to generate the powerpoint slides.
2023-05-20,DragGAN,https://github.com/OpenGVLab/DragGAN,4848,"🖼️ 🔨 ""Python""","Unofficial Implementation of DragGAN - ""Drag Your GAN: Interactive Point-based Manipulation on the Generative Image Manifold"" （DragGAN 全功能实现，在线Demo，本地部署试用，代码、模型已全部开源，支持Windows, macOS, Linux）"
2023-05-20,LLaVA-Med,https://github.com/microsoft/LLaVA-Med,341,🔠 📝,"Large Language-and-Vision Assistant for BioMedicine, built towards multimodal GPT-4 level capabilities."
2023-05-20,sd-webui-stablesr,https://github.com/pkuliyi2015/sd-webui-stablesr,691,🖼️ 🔌,StableSR for Stable Diffusion WebUI - Ultra High-quality Image Upscaler
2023-05-19,AutoChain,https://github.com/Forethought-Technologies/AutoChain,1427,"🔠 🔨 ""Python""","AutoChain: Build lightweight, extensible, and testable LLM Agents"
2023-05-19,Prompt-Free-Diffusion,https://github.com/SHI-Labs/Prompt-Free-Diffusion,597,🖼️ 🚌,"Prompt-Free Diffusion: Taking ""Text"" out of Text-to-Image Diffusion Models"
2023-05-19,langchain-course,https://github.com/SamurAIGPT/langchain-course,887,🔠 📝,Learn to build and deploy AI apps. 
2023-05-19,gorilla,https://github.com/ShishirPatil/gorilla,8015,"🔠 ⛽ 🚌 2️⃣ 🔨 💰 ""Python""",Gorilla: An API store for LLMs
2023-05-19,ltu,https://github.com/YuanGongND/ltu,98,🔠 🎵 2️⃣,"Github Repo for Paper ""Listen, Think, and Understand""."
2023-05-19,ask-multiple-pdfs,https://github.com/alejandro-ao/ask-multiple-pdfs,832,"🔠 🔨 ""Python""",A Langchain app that allows you to chat with multiple PDFs
2023-05-19,ChatMate-GPT,https://github.com/funnyzak/ChatMate-GPT,123,"🔠 🔨 ""TypeScript""",ChatMate是一个基于Open AI GPT-3的聊天应用。你可以和它聊天，它会根据你的内容提供智能回复和实用服务。
2023-05-19,PodcastCopilot,https://github.com/microsoft/PodcastCopilot,591,"🔠 🎵 🔨 ""Python""",Build 2023 demo
2023-05-19,ai-chatbot,https://github.com/vercel-labs/ai-chatbot,2747,"🔠 🔨 ""TypeScript""","A full-featured, hackable Next.js AI chatbot built by Vercel Labs"
2023-05-18,ONE-PEACE,https://github.com/OFA-Sys/ONE-PEACE,582,🖼️ 🚌 1️⃣ 2️⃣,"A general representation model across vision, audio, language modalities. Paper: ONE-PEACE: Exploring One General Representation Model Toward Unlimited Modalities"
2023-05-18,VisionLLM,https://github.com/OpenGVLab/VisionLLM,436,🖼️ 🚌 2️⃣,VisionLLM: Large Language Model is also an Open-Ended Decoder for Vision-Centric Tasks
2023-05-18,web5-chatgpt-plugin,https://github.com/TBD54566975/web5-chatgpt-plugin,14,🔠 🔌,A chatGPT plugin that adds web5 code assistance and knowledge to ChatGPT
2023-05-18,explain-source-code-by-chatgpt,https://github.com/cuishuang/explain-source-code-by-chatgpt,361,🔠 📝,👂🏻 chatgpt讲解Go知名项目的源码
